id,year,locationabbr,locationdesc,data_value,low_confidence_limit,high_confidence_limit,sample_size,stratification,stratificationtype,variable
2842857.0,2016.0,ND,North Dakota,38.3,34.4,42.2,295.0,45-54,Age Group,obesity
2842858.0,2016.0,ND,North Dakota,36.0,33.0,39.0,450.0,55-64,Age Group,obesity
2842859.0,2016.0,ND,North Dakota,32.1,29.7,34.6,598.0,65+,Age Group,obesity
2842860.0,2016.0,ND,North Dakota,31.9,30.3,33.5,1757.0,Overall,Overall,obesity
2842878.0,2016.0,ND,North Dakota,32.2,30.0,34.4,878.0,Male,Gender,obesity
2842879.0,2016.0,ND,North Dakota,31.6,29.2,34.0,879.0,Female,Gender,obesity
2847674.0,2016.0,OH,Ohio,16.6,12.7,20.6,95.0,18-24,Age Group,obesity
2847675.0,2016.0,OH,Ohio,29.7,26.0,33.5,270.0,25-34,Age Group,obesity
2847676.0,2016.0,OH,Ohio,34.6,30.7,38.5,423.0,35-44,Age Group,obesity
2847677.0,2016.0,OH,Ohio,37.5,34.3,40.7,670.0,45-54,Age Group,obesity
2847678.0,2016.0,OH,Ohio,37.2,34.5,39.8,1040.0,55-64,Age Group,obesity
2847679.0,2016.0,OH,Ohio,29.7,27.6,31.7,1318.0,65+,Age Group,obesity
2847680.0,2016.0,OH,Ohio,31.5,30.2,32.8,3816.0,Overall,Overall,obesity
2847698.0,2016.0,OH,Ohio,30.9,29.0,32.8,1661.0,Male,Gender,obesity
2847699.0,2016.0,OH,Ohio,32.1,30.3,33.9,2155.0,Female,Gender,obesity
2852232.0,2016.0,OK,Oklahoma,22.9,17.3,28.6,58.0,18-24,Age Group,obesity
2852233.0,2016.0,OK,Oklahoma,28.9,24.7,33.0,181.0,25-34,Age Group,obesity
2852234.0,2016.0,OK,Oklahoma,40.2,35.7,44.6,264.0,35-44,Age Group,obesity
2852235.0,2016.0,OK,Oklahoma,36.3,32.6,39.9,332.0,45-54,Age Group,obesity
2852236.0,2016.0,OK,Oklahoma,36.3,33.2,39.3,506.0,55-64,Age Group,obesity
2852237.0,2016.0,OK,Oklahoma,30.5,28.3,32.7,738.0,65+,Age Group,obesity
2852238.0,2016.0,OK,Oklahoma,32.8,31.2,34.3,2079.0,Overall,Overall,obesity
2852256.0,2016.0,OK,Oklahoma,33.3,30.9,35.6,919.0,Male,Gender,obesity
2852257.0,2016.0,OK,Oklahoma,32.2,30.2,34.3,1160.0,Female,Gender,obesity
2855564.0,2016.0,OR,Oregon,17.4,13.0,21.9,59.0,18-24,Age Group,obesity
2855565.0,2016.0,OR,Oregon,25.7,21.7,29.8,142.0,25-34,Age Group,obesity
2855566.0,2016.0,OR,Oregon,32.2,28.1,36.3,203.0,35-44,Age Group,obesity
2855567.0,2016.0,OR,Oregon,35.4,31.5,39.3,276.0,45-54,Age Group,obesity
2855568.0,2016.0,OR,Oregon,30.9,27.6,34.2,298.0,55-64,Age Group,obesity
2855569.0,2016.0,OR,Oregon,27.7,25.2,30.2,441.0,65+,Age Group,obesity
2855570.0,2016.0,OR,Oregon,28.7,27.3,30.2,1419.0,Overall,Overall,obesity
2855588.0,2016.0,OR,Oregon,28.7,26.6,30.9,659.0,Male,Gender,obesity
2855589.0,2016.0,OR,Oregon,28.8,26.8,30.8,760.0,Female,Gender,obesity
2860395.0,2016.0,PA,Pennsylvania,15.9,12.2,19.6,91.0,18-24,Age Group,obesity
2860396.0,2016.0,PA,Pennsylvania,27.3,23.1,31.4,205.0,25-34,Age Group,obesity
2860397.0,2016.0,PA,Pennsylvania,32.9,28.8,37.0,256.0,35-44,Age Group,obesity
2860398.0,2016.0,PA,Pennsylvania,36.7,33.1,40.4,393.0,45-54,Age Group,obesity
2860399.0,2016.0,PA,Pennsylvania,34.2,31.0,37.4,486.0,55-64,Age Group,obesity
2860400.0,2016.0,PA,Pennsylvania,30.5,27.6,33.4,522.0,65+,Age Group,obesity
2860401.0,2016.0,PA,Pennsylvania,30.3,28.8,31.8,1953.0,Overall,Overall,obesity
2860419.0,2016.0,PA,Pennsylvania,31.3,29.1,33.4,945.0,Male,Gender,obesity
2860420.0,2016.0,PA,Pennsylvania,29.3,27.2,31.3,1008.0,Female,Gender,obesity
2864503.0,2016.0,RI,Rhode Island,13.1,7.3,18.9,26.0,18-24,Age Group,obesity
2864504.0,2016.0,RI,Rhode Island,25.8,20.2,31.4,97.0,25-34,Age Group,obesity
2864505.0,2016.0,RI,Rhode Island,27.1,22.3,32.0,148.0,35-44,Age Group,obesity
2864506.0,2016.0,RI,Rhode Island,32.4,28.5,36.3,290.0,45-54,Age Group,obesity
2864507.0,2016.0,RI,Rhode Island,33.7,30.3,37.2,381.0,55-64,Age Group,obesity
2864508.0,2016.0,RI,Rhode Island,25.2,22.6,27.8,428.0,65+,Age Group,obesity
2864509.0,2016.0,RI,Rhode Island,26.6,24.8,28.4,1370.0,Overall,Overall,obesity
2864527.0,2016.0,RI,Rhode Island,28.0,25.3,30.6,631.0,Male,Gender,obesity
2864528.0,2016.0,RI,Rhode Island,25.3,22.9,27.7,739.0,Female,Gender,obesity
2868791.0,2016.0,SC,South Carolina,16.9,13.0,20.7,94.0,18-24,Age Group,obesity
2868792.0,2016.0,SC,South Carolina,31.1,27.4,34.9,291.0,25-34,Age Group,obesity
2868793.0,2016.0,SC,South Carolina,38.2,34.5,41.9,420.0,35-44,Age Group,obesity
2868794.0,2016.0,SC,South Carolina,41.7,38.6,44.8,664.0,45-54,Age Group,obesity
2868795.0,2016.0,SC,South Carolina,34.4,31.9,37.0,832.0,55-64,Age Group,obesity
2868796.0,2016.0,SC,South Carolina,28.7,26.9,30.5,1262.0,65+,Age Group,obesity
2868797.0,2016.0,SC,South Carolina,32.3,31.0,33.5,3563.0,Overall,Overall,obesity
2868815.0,2016.0,SC,South Carolina,31.0,29.2,32.9,1442.0,Male,Gender,obesity
2868816.0,2016.0,SC,South Carolina,33.5,31.8,35.2,2121.0,Female,Gender,obesity
2872632.0,2016.0,SD,South Dakota,15.0,9.4,20.7,49.0,18-24,Age Group,obesity
2872633.0,2016.0,SD,South Dakota,26.0,20.6,31.5,149.0,25-34,Age Group,obesity
2872634.0,2016.0,SD,South Dakota,38.6,32.3,45.0,219.0,35-44,Age Group,obesity
2872635.0,2016.0,SD,South Dakota,35.0,29.8,40.1,293.0,45-54,Age Group,obesity
2872636.0,2016.0,SD,South Dakota,34.2,29.7,38.7,419.0,55-64,Age Group,obesity
2872637.0,2016.0,SD,South Dakota,27.3,23.9,30.7,540.0,65+,Age Group,obesity
2872638.0,2016.0,SD,South Dakota,29.6,27.5,31.7,1669.0,Overall,Overall,obesity
2873057.0,2016.0,SD,South Dakota,32.3,29.2,35.3,823.0,Male,Gender,obesity
2873058.0,2016.0,SD,South Dakota,26.7,24.0,29.5,846.0,Female,Gender,obesity
2876618.0,2016.0,TN,Tennessee,34.8,33.0,36.7,1906.0,Overall,Overall,obesity
2876636.0,2016.0,TN,Tennessee,36.2,33.5,38.8,903.0,Male,Gender,obesity
2876637.0,2016.0,TN,Tennessee,33.5,30.9,36.0,1002.0,Female,Gender,obesity
2877371.0,2016.0,TN,Tennessee,22.5,17.1,28.0,83.0,18-24,Age Group,obesity
2877372.0,2016.0,TN,Tennessee,34.8,29.4,40.1,178.0,25-34,Age Group,obesity
2877373.0,2016.0,TN,Tennessee,41.3,35.9,46.7,248.0,35-44,Age Group,obesity
2877374.0,2016.0,TN,Tennessee,39.3,34.9,43.8,367.0,45-54,Age Group,obesity
2877375.0,2016.0,TN,Tennessee,40.7,37.1,44.3,485.0,55-64,Age Group,obesity
2877376.0,2016.0,TN,Tennessee,28.6,25.9,31.3,545.0,65+,Age Group,obesity
2881478.0,2016.0,TX,Texas,23.9,18.5,29.2,108.0,18-24,Age Group,obesity
2881479.0,2016.0,TX,Texas,30.7,26.7,34.6,338.0,25-34,Age Group,obesity
2881480.0,2016.0,TX,Texas,38.0,33.7,42.4,423.0,35-44,Age Group,obesity
2881481.0,2016.0,TX,Texas,38.7,34.4,43.0,599.0,45-54,Age Group,obesity
2881482.0,2016.0,TX,Texas,39.2,35.0,43.4,813.0,55-64,Age Group,obesity
2881483.0,2016.0,TX,Texas,30.0,26.8,33.3,1226.0,65+,Age Group,obesity
2881484.0,2016.0,TX,Texas,33.7,31.9,35.4,3507.0,Overall,Overall,obesity
2881502.0,2016.0,TX,Texas,32.8,30.4,35.2,1490.0,Male,Gender,obesity
2881503.0,2016.0,TX,Texas,34.6,32.1,37.1,2017.0,Female,Gender,obesity
2886315.0,2016.0,UT,Utah,8.9,6.8,11.0,85.0,18-24,Age Group,obesity
2886316.0,2016.0,UT,Utah,23.1,20.2,25.9,302.0,25-34,Age Group,obesity
2886317.0,2016.0,UT,Utah,29.0,26.2,31.8,479.0,35-44,Age Group,obesity
2886318.0,2016.0,UT,Utah,31.7,28.7,34.7,497.0,45-54,Age Group,obesity
2886319.0,2016.0,UT,Utah,34.5,31.5,37.5,583.0,55-64,Age Group,obesity
2886320.0,2016.0,UT,Utah,26.8,24.6,28.9,776.0,65+,Age Group,obesity
2886321.0,2016.0,UT,Utah,25.4,24.2,26.5,2722.0,Overall,Overall,obesity
2886339.0,2016.0,UT,Utah,25.6,24.0,27.1,1342.0,Male,Gender,obesity
2886340.0,2016.0,UT,Utah,25.1,23.5,26.7,1377.0,Female,Gender,obesity
2889560.0,2016.0,VT,Vermont,27.9,25.7,30.2,787.0,Male,Gender,obesity
2889561.0,2016.0,VT,Vermont,26.2,24.1,28.4,857.0,Female,Gender,obesity
2889973.0,2016.0,VT,Vermont,18.7,12.9,24.4,46.0,18-24,Age Group,obesity
2889974.0,2016.0,VT,Vermont,24.5,19.8,29.2,123.0,25-34,Age Group,obesity
2889975.0,2016.0,VT,Vermont,30.7,26.2,35.2,199.0,35-44,Age Group,obesity
2889976.0,2016.0,VT,Vermont,31.1,27.5,34.6,314.0,45-54,Age Group,obesity
2889977.0,2016.0,VT,Vermont,30.1,27.2,33.0,441.0,55-64,Age Group,obesity
2889978.0,2016.0,VT,Vermont,25.9,23.4,28.4,521.0,65+,Age Group,obesity
2889979.0,2016.0,VT,Vermont,27.1,25.5,28.6,1644.0,Overall,Overall,obesity
2894185.0,2016.0,VA,Virginia,18.2,14.4,22.0,89.0,18-24,Age Group,obesity
2894186.0,2016.0,VA,Virginia,25.7,22.5,28.9,240.0,25-34,Age Group,obesity
2894187.0,2016.0,VA,Virginia,29.4,26.1,32.6,295.0,35-44,Age Group,obesity
2894188.0,2016.0,VA,Virginia,36.9,33.7,40.1,537.0,45-54,Age Group,obesity
2894189.0,2016.0,VA,Virginia,33.1,30.3,36.0,604.0,55-64,Age Group,obesity
2894190.0,2016.0,VA,Virginia,27.8,25.5,30.0,733.0,65+,Age Group,obesity
2894191.0,2016.0,VA,Virginia,29.0,27.7,30.2,2498.0,Overall,Overall,obesity
2894209.0,2016.0,VA,Virginia,28.5,26.8,30.3,1144.0,Male,Gender,obesity
2894210.0,2016.0,VA,Virginia,29.5,27.7,31.3,1354.0,Female,Gender,obesity
2898256.0,2016.0,WA,Washington,16.4,13.3,19.6,106.0,18-24,Age Group,obesity
2898257.0,2016.0,WA,Washington,27.2,24.4,29.9,340.0,25-34,Age Group,obesity
2898258.0,2016.0,WA,Washington,32.2,29.4,35.0,491.0,35-44,Age Group,obesity
2898259.0,2016.0,WA,Washington,32.9,30.4,35.3,622.0,45-54,Age Group,obesity
2898260.0,2016.0,WA,Washington,31.4,29.2,33.5,881.0,55-64,Age Group,obesity
2898261.0,2016.0,WA,Washington,28.3,26.6,29.9,1276.0,65+,Age Group,obesity
2898262.0,2016.0,WA,Washington,28.6,27.6,29.6,3716.0,Overall,Overall,obesity
2898646.0,2016.0,WA,Washington,29.5,28.0,30.9,1808.0,Male,Gender,obesity
2898647.0,2016.0,WA,Washington,27.7,26.3,29.1,1908.0,Female,Gender,obesity
2902836.0,2016.0,WV,West Virginia,26.0,20.8,31.3,86.0,18-24,Age Group,obesity
2902837.0,2016.0,WV,West Virginia,35.4,31.4,39.4,243.0,25-34,Age Group,obesity
2902838.0,2016.0,WV,West Virginia,40.8,37.1,44.5,344.0,35-44,Age Group,obesity
2902839.0,2016.0,WV,West Virginia,46.3,43.0,49.6,497.0,45-54,Age Group,obesity
2902840.0,2016.0,WV,West Virginia,43.2,40.5,46.0,675.0,55-64,Age Group,obesity
2902841.0,2016.0,WV,West Virginia,32.4,30.1,34.7,663.0,65+,Age Group,obesity
2902842.0,2016.0,WV,West Virginia,37.7,36.3,39.1,2508.0,Overall,Overall,obesity
2902860.0,2016.0,WV,West Virginia,37.9,35.9,40.0,1166.0,Male,Gender,obesity
2902861.0,2016.0,WV,West Virginia,37.4,35.6,39.2,1342.0,Female,Gender,obesity
2906808.0,2016.0,WI,Wisconsin,14.8,10.1,19.6,47.0,18-24,Age Group,obesity
2906809.0,2016.0,WI,Wisconsin,27.1,22.3,31.9,132.0,25-34,Age Group,obesity
2906810.0,2016.0,WI,Wisconsin,35.5,30.3,40.7,182.0,35-44,Age Group,obesity
2906811.0,2016.0,WI,Wisconsin,31.3,27.2,35.4,254.0,45-54,Age Group,obesity
2906812.0,2016.0,WI,Wisconsin,35.9,32.3,39.4,400.0,55-64,Age Group,obesity
2906813.0,2016.0,WI,Wisconsin,34.6,31.6,37.6,558.0,65+,Age Group,obesity
2906814.0,2016.0,WI,Wisconsin,30.7,29.0,32.5,1573.0,Overall,Overall,obesity
2906832.0,2016.0,WI,Wisconsin,31.5,29.1,34.0,786.0,Male,Gender,obesity
2906833.0,2016.0,WI,Wisconsin,29.9,27.4,32.3,787.0,Female,Gender,obesity
2910975.0,2016.0,WY,Wyoming,16.0,9.1,22.9,22.0,18-24,Age Group,obesity
2910976.0,2016.0,WY,Wyoming,21.3,15.8,26.8,69.0,25-34,Age Group,obesity
2910977.0,2016.0,WY,Wyoming,37.0,31.1,42.9,146.0,35-44,Age Group,obesity
2910978.0,2016.0,WY,Wyoming,34.9,29.8,40.0,180.0,45-54,Age Group,obesity
2910979.0,2016.0,WY,Wyoming,30.1,26.4,33.7,324.0,55-64,Age Group,obesity
2910980.0,2016.0,WY,Wyoming,25.8,22.9,28.6,425.0,65+,Age Group,obesity
2910981.0,2016.0,WY,Wyoming,27.7,25.7,29.7,1166.0,Overall,Overall,obesity
2910999.0,2016.0,WY,Wyoming,28.2,25.3,31.1,556.0,Male,Gender,obesity
2911000.0,2016.0,WY,Wyoming,27.2,24.3,30.1,610.0,Female,Gender,obesity
2914810.0,2016.0,GU,Guam,18.2,10.3,26.1,24.0,18-24,Age Group,obesity
2914811.0,2016.0,GU,Guam,30.6,22.0,39.2,73.0,25-34,Age Group,obesity
2914812.0,2016.0,GU,Guam,32.8,25.0,40.6,85.0,35-44,Age Group,obesity
2914813.0,2016.0,GU,Guam,32.2,24.8,39.7,93.0,45-54,Age Group,obesity
2914814.0,2016.0,GU,Guam,26.9,19.3,34.6,81.0,55-64,Age Group,obesity
2914815.0,2016.0,GU,Guam,24.3,17.3,31.3,67.0,65+,Age Group,obesity
2914816.0,2016.0,GU,Guam,28.3,25.0,31.6,423.0,Overall,Overall,obesity
2914834.0,2016.0,GU,Guam,29.2,24.5,33.9,209.0,Male,Gender,obesity
2914835.0,2016.0,GU,Guam,27.3,22.7,31.9,214.0,Female,Gender,obesity
2920238.0,2016.0,PR,Puerto Rico,18.3,13.0,23.6,67.0,18-24,Age Group,obesity
2920239.0,2016.0,PR,Puerto Rico,30.1,25.6,34.6,175.0,25-34,Age Group,obesity
2920240.0,2016.0,PR,Puerto Rico,33.8,29.2,38.4,234.0,35-44,Age Group,obesity
2920241.0,2016.0,PR,Puerto Rico,38.8,34.3,43.2,338.0,45-54,Age Group,obesity
2920242.0,2016.0,PR,Puerto Rico,36.7,32.6,40.7,368.0,55-64,Age Group,obesity
2920243.0,2016.0,PR,Puerto Rico,25.0,22.4,27.7,478.0,65+,Age Group,obesity
2920244.0,2016.0,PR,Puerto Rico,30.7,29.0,32.4,1660.0,Overall,Overall,obesity
2920262.0,2016.0,PR,Puerto Rico,30.0,27.2,32.7,620.0,Male,Gender,obesity
2920263.0,2016.0,PR,Puerto Rico,31.4,29.3,33.6,1040.0,Female,Gender,obesity
2923843.0,2016.0,VI,Virgin Islands,*,,,7.0,18-24,Age Group,obesity
2923844.0,2016.0,VI,Virgin Islands,40.3,28.5,52.2,44.0,25-34,Age Group,obesity
2923845.0,2016.0,VI,Virgin Islands,39.8,26.4,53.2,41.0,35-44,Age Group,obesity
2923846.0,2016.0,VI,Virgin Islands,41.4,33.0,49.7,89.0,45-54,Age Group,obesity
2923847.0,2016.0,VI,Virgin Islands,33.2,26.2,40.3,106.0,55-64,Age Group,obesity
2923848.0,2016.0,VI,Virgin Islands,19.3,14.8,23.9,100.0,65+,Age Group,obesity
2923849.0,2016.0,VI,Virgin Islands,32.5,28.5,36.5,387.0,Overall,Overall,obesity
2923867.0,2016.0,VI,Virgin Islands,22.2,16.8,27.5,118.0,Male,Gender,obesity
2923868.0,2016.0,VI,Virgin Islands,41.9,36.4,47.3,269.0,Female,Gender,obesity
2924766.0,2016.0,US,"All States, DC and Territories (median) **",30.1,,,54.0,Overall,Overall,obesity
2925081.0,2016.0,UW,All States and DC (median) **,29.9,,,51.0,Overall,Overall,obesity
2928902.0,2017.0,AL,Alabama,20.7,15.6,25.7,73.0,18-24,Age Group,obesity
2928903.0,2017.0,AL,Alabama,36.3,31.7,40.8,235.0,25-34,Age Group,obesity
2928904.0,2017.0,AL,Alabama,42.2,37.7,46.7,292.0,35-44,Age Group,obesity
2928905.0,2017.0,AL,Alabama,47.1,43.2,51.1,455.0,45-54,Age Group,obesity
2928906.0,2017.0,AL,Alabama,41.2,37.9,44.5,542.0,55-64,Age Group,obesity
2928907.0,2017.0,AL,Alabama,29.0,26.8,31.3,663.0,65+,Age Group,obesity
2928908.0,2017.0,AL,Alabama,36.3,34.7,38.0,2260.0,Overall,Overall,obesity
2928926.0,2017.0,AL,Alabama,35.1,32.8,37.5,912.0,Male,Gender,obesity
2928927.0,2017.0,AL,Alabama,37.4,35.2,39.6,1346.0,Female,Gender,obesity
2933384.0,2017.0,AK,Alaska,23.0,14.3,31.6,37.0,18-24,Age Group,obesity
2933385.0,2017.0,AK,Alaska,31.4,24.5,38.3,103.0,25-34,Age Group,obesity
2933386.0,2017.0,AK,Alaska,41.5,33.2,49.8,131.0,35-44,Age Group,obesity
2933387.0,2017.0,AK,Alaska,37.7,31.2,44.1,189.0,45-54,Age Group,obesity
2933388.0,2017.0,AK,Alaska,36.2,30.7,41.6,275.0,55-64,Age Group,obesity
2933389.0,2017.0,AK,Alaska,34.8,29.8,39.8,292.0,65+,Age Group,obesity
2933390.0,2017.0,AK,Alaska,34.2,31.3,37.1,1027.0,Overall,Overall,obesity
2933408.0,2017.0,AK,Alaska,32.6,28.7,36.4,489.0,Male,Gender,obesity
2933409.0,2017.0,AK,Alaska,36.1,31.9,40.4,537.0,Female,Gender,obesity
2937893.0,2017.0,AZ,Arizona,18.2,15.2,21.2,145.0,18-24,Age Group,obesity
2937894.0,2017.0,AZ,Arizona,30.5,27.6,33.4,384.0,25-34,Age Group,obesity
2937895.0,2017.0,AZ,Arizona,34.4,31.6,37.2,529.0,35-44,Age Group,obesity
2937896.0,2017.0,AZ,Arizona,34.4,32.0,36.8,719.0,45-54,Age Group,obesity
2937897.0,2017.0,AZ,Arizona,33.5,31.4,35.7,896.0,55-64,Age Group,obesity
2937898.0,2017.0,AZ,Arizona,25.5,24.1,26.9,1358.0,65+,Age Group,obesity
2937899.0,2017.0,AZ,Arizona,29.5,28.5,30.4,4031.0,Overall,Overall,obesity
2937917.0,2017.0,AZ,Arizona,30.1,28.6,31.5,1933.0,Male,Gender,obesity
2937918.0,2017.0,AZ,Arizona,28.8,27.5,30.2,2092.0,Female,Gender,obesity
2941756.0,2017.0,AR,Arkansas,13.3,6.7,19.9,18.0,18-24,Age Group,obesity
2941757.0,2017.0,AR,Arkansas,38.8,30.4,47.3,78.0,25-34,Age Group,obesity
2941758.0,2017.0,AR,Arkansas,41.8,35.0,48.6,156.0,35-44,Age Group,obesity
2941759.0,2017.0,AR,Arkansas,42.6,37.0,48.3,254.0,45-54,Age Group,obesity
2941760.0,2017.0,AR,Arkansas,40.2,35.7,44.7,399.0,55-64,Age Group,obesity
2941761.0,2017.0,AR,Arkansas,30.6,27.5,33.6,722.0,65+,Age Group,obesity
2941762.0,2017.0,AR,Arkansas,35.0,32.6,37.5,1627.0,Overall,Overall,obesity
2941780.0,2017.0,AR,Arkansas,32.8,29.2,36.4,596.0,Male,Gender,obesity
2941781.0,2017.0,AR,Arkansas,37.4,34.2,40.7,1030.0,Female,Gender,obesity
2946476.0,2017.0,CA,California,12.7,9.5,15.9,103.0,18-24,Age Group,obesity
2946477.0,2017.0,CA,California,22.6,19.7,25.5,296.0,25-34,Age Group,obesity
2946478.0,2017.0,CA,California,25.4,22.3,28.5,339.0,35-44,Age Group,obesity
2946479.0,2017.0,CA,California,31.6,28.2,35.0,410.0,45-54,Age Group,obesity
2946480.0,2017.0,CA,California,31.8,28.4,35.2,482.0,55-64,Age Group,obesity
2946481.0,2017.0,CA,California,24.2,21.4,27.1,488.0,65+,Age Group,obesity
2946482.0,2017.0,CA,California,25.1,23.8,26.4,2118.0,Overall,Overall,obesity
2946500.0,2017.0,CA,California,24.5,22.7,26.2,1031.0,Male,Gender,obesity
2946501.0,2017.0,CA,California,25.8,23.9,27.7,1087.0,Female,Gender,obesity
2951084.0,2017.0,CO,Colorado,13.1,9.8,16.3,67.0,18-24,Age Group,obesity
2951085.0,2017.0,CO,Colorado,19.1,16.4,21.8,193.0,25-34,Age Group,obesity
2951086.0,2017.0,CO,Colorado,25.1,22.3,28.0,275.0,35-44,Age Group,obesity
2951087.0,2017.0,CO,Colorado,27.7,25.0,30.5,362.0,45-54,Age Group,obesity
2951088.0,2017.0,CO,Colorado,26.2,24.0,28.5,516.0,55-64,Age Group,obesity
2951089.0,2017.0,CO,Colorado,22.4,20.7,24.2,657.0,65+,Age Group,obesity
2951090.0,2017.0,CO,Colorado,22.6,21.6,23.7,2070.0,Overall,Overall,obesity
2951108.0,2017.0,CO,Colorado,21.5,20.1,23.0,961.0,Male,Gender,obesity
2951109.0,2017.0,CO,Colorado,23.8,22.3,25.4,1107.0,Female,Gender,obesity
2954760.0,2017.0,CT,Connecticut,29.3,27.4,31.1,1254.0,Male,Gender,obesity
2954761.0,2017.0,CT,Connecticut,24.4,22.8,26.0,1298.0,Female,Gender,obesity
2955282.0,2017.0,CT,Connecticut,16.2,12.0,20.3,66.0,18-24,Age Group,obesity
2955283.0,2017.0,CT,Connecticut,27.2,23.3,31.1,183.0,25-34,Age Group,obesity
2955284.0,2017.0,CT,Connecticut,27.0,23.5,30.4,262.0,35-44,Age Group,obesity
2955285.0,2017.0,CT,Connecticut,31.5,28.8,34.3,519.0,45-54,Age Group,obesity
2955286.0,2017.0,CT,Connecticut,30.0,27.6,32.4,681.0,55-64,Age Group,obesity
2955287.0,2017.0,CT,Connecticut,26.4,24.4,28.5,844.0,65+,Age Group,obesity
2955288.0,2017.0,CT,Connecticut,26.9,25.6,28.1,2555.0,Overall,Overall,obesity
2959999.0,2017.0,DE,Delaware,15.5,10.4,20.7,42.0,18-24,Age Group,obesity
2960000.0,2017.0,DE,Delaware,27.4,21.4,33.5,109.0,25-34,Age Group,obesity
2960001.0,2017.0,DE,Delaware,35.7,29.0,42.4,147.0,35-44,Age Group,obesity
2960002.0,2017.0,DE,Delaware,34.6,29.3,39.9,205.0,45-54,Age Group,obesity
2960003.0,2017.0,DE,Delaware,37.4,32.8,41.9,307.0,55-64,Age Group,obesity
2960004.0,2017.0,DE,Delaware,33.9,30.6,37.2,414.0,65+,Age Group,obesity
2960005.0,2017.0,DE,Delaware,31.8,29.7,33.9,1224.0,Overall,Overall,obesity
2960023.0,2017.0,DE,Delaware,32.3,29.1,35.5,559.0,Male,Gender,obesity
2960024.0,2017.0,DE,Delaware,31.3,28.6,34.1,665.0,Female,Gender,obesity
2964213.0,2017.0,DC,District of Columbia,13.4,8.2,18.6,33.0,18-24,Age Group,obesity
2964214.0,2017.0,DC,District of Columbia,19.1,14.8,23.3,116.0,25-34,Age Group,obesity
2964215.0,2017.0,DC,District of Columbia,23.0,19.1,26.9,143.0,35-44,Age Group,obesity
2964216.0,2017.0,DC,District of Columbia,28.1,24.2,32.1,201.0,45-54,Age Group,obesity
2964217.0,2017.0,DC,District of Columbia,32.1,28.0,36.3,231.0,55-64,Age Group,obesity
2964218.0,2017.0,DC,District of Columbia,24.2,21.0,27.4,261.0,65+,Age Group,obesity
2964219.0,2017.0,DC,District of Columbia,22.9,21.1,24.7,985.0,Overall,Overall,obesity
2964237.0,2017.0,DC,District of Columbia,18.6,16.3,20.9,356.0,Male,Gender,obesity
2964238.0,2017.0,DC,District of Columbia,26.9,24.2,29.5,627.0,Female,Gender,obesity
2969002.0,2017.0,FL,Florida,17.1,12.7,21.5,254.0,18-24,Age Group,obesity
2969003.0,2017.0,FL,Florida,27.6,23.5,31.7,644.0,25-34,Age Group,obesity
2969004.0,2017.0,FL,Florida,30.4,25.7,35.1,745.0,35-44,Age Group,obesity
2969005.0,2017.0,FL,Florida,33.4,29.5,37.3,1072.0,45-54,Age Group,obesity
2969006.0,2017.0,FL,Florida,34.6,31.1,38.1,1399.0,55-64,Age Group,obesity
2969385.0,2017.0,FL,Florida,25.4,23.1,27.6,2036.0,65+,Age Group,obesity
2969386.0,2017.0,FL,Florida,28.4,26.9,29.9,6150.0,Overall,Overall,obesity
2969404.0,2017.0,FL,Florida,29.6,27.4,31.8,2851.0,Male,Gender,obesity
2969405.0,2017.0,FL,Florida,27.3,25.3,29.3,3299.0,Female,Gender,obesity
2973122.0,2017.0,GA,Georgia,16.9,12.2,21.6,56.0,18-24,Age Group,obesity
2973123.0,2017.0,GA,Georgia,29.1,25.0,33.2,180.0,25-34,Age Group,obesity
2973124.0,2017.0,GA,Georgia,37.0,32.5,41.6,222.0,35-44,Age Group,obesity
2973125.0,2017.0,GA,Georgia,36.2,32.2,40.3,288.0,45-54,Age Group,obesity
2973126.0,2017.0,GA,Georgia,38.5,35.0,42.0,424.0,55-64,Age Group,obesity
2973127.0,2017.0,GA,Georgia,29.3,26.7,31.9,554.0,65+,Age Group,obesity
2973128.0,2017.0,GA,Georgia,31.6,30.0,33.2,1724.0,Overall,Overall,obesity
2973146.0,2017.0,GA,Georgia,29.7,27.4,32.0,733.0,Male,Gender,obesity
2973147.0,2017.0,GA,Georgia,33.6,31.3,35.8,991.0,Female,Gender,obesity
2977666.0,2017.0,HI,Hawaii,15.9,12.2,19.5,87.0,18-24,Age Group,obesity
2977667.0,2017.0,HI,Hawaii,26.8,22.7,30.9,222.0,25-34,Age Group,obesity
2977668.0,2017.0,HI,Hawaii,28.5,24.7,32.3,277.0,35-44,Age Group,obesity
2977669.0,2017.0,HI,Hawaii,29.0,25.5,32.5,327.0,45-54,Age Group,obesity
2977670.0,2017.0,HI,Hawaii,22.2,19.7,24.8,375.0,55-64,Age Group,obesity
2977671.0,2017.0,HI,Hawaii,19.8,17.3,22.2,451.0,65+,Age Group,obesity
2977672.0,2017.0,HI,Hawaii,23.8,22.4,25.2,1739.0,Overall,Overall,obesity
2977690.0,2017.0,HI,Hawaii,25.1,23.1,27.1,872.0,Male,Gender,obesity
2977691.0,2017.0,HI,Hawaii,22.4,20.4,24.3,865.0,Female,Gender,obesity
2981829.0,2017.0,ID,Idaho,16.2,11.4,20.9,52.0,18-24,Age Group,obesity
2981830.0,2017.0,ID,Idaho,29.0,23.3,34.6,121.0,25-34,Age Group,obesity
